"Neighborhood","Time_Col","gi_star","p_folded_sim"
"Mount Pleasant",2017-09-01,1.71881174540169,0.105
"Renfrew-Collingwood",2017-09-01,-0.294744421419008,0.32
"West End",2017-09-01,2.91450629817774,0.045
"Downtown",2017-10-01,4.34859784122483,0.015
"Hastings-Sunrise",2017-10-01,0.102380398260456,0.215
"Kerrisdale",2017-10-01,-1.73100995838669,0.015
"Marpole",2017-10-01,-1.1317942657012,0.015
"Oakridge",2017-10-01,-1.77109797442819,0.015
"Riley Park",2017-10-01,-0.964720585408733,0.24
"South Cambie",2017-10-01,-1.15358602125464,0.21
"Shaughnessy",2017-10-01,-1.59369494884391,0.05
"Victoria-Fraserview",2017-10-01,-0.645058345125818,0.44
"Arbutus Ridge",2017-10-01,-1.37668753198701,0.07
"Grandview-Woodland",2017-10-01,0.423352530925454,0.25
"Kensington-Cedar Cottage",2017-10-01,-0.290002193646952,0.435
"Killarney",2017-10-01,-0.487626329559941,0.345
"Kitsilano",2017-10-01,1.13012396485502,0.155
"Strathcona",2017-10-01,2.76819767241764,0.025
"Sunset",2017-10-01,-1.13692956152968,0.17
"West Point Grey",2017-10-01,-0.822869431132401,0.41
"Dunbar-Southlands",2017-10-01,-1.29539540011355,0.04
"Fairview",2017-10-01,1.49304509424997,0.095
"Mount Pleasant",2017-10-01,1.80336895851522,0.11
"Renfrew-Collingwood",2017-10-01,-0.192145038973648,0.385
"West End",2017-10-01,2.77436854573745,0.035
"Downtown",2017-11-01,4.30850161552184,0.02
"Hastings-Sunrise",2017-11-01,0.164395585842438,0.145
"Kerrisdale",2017-11-01,-1.62508518899526,0.025
"Marpole",2017-11-01,-1.09488545290442,0.075
"Oakridge",2017-11-01,-1.73513136244537,0.045
"Riley Park",2017-11-01,-0.965642433526532,0.25
"South Cambie",2017-11-01,-1.13643686391738,0.23
"Shaughnessy",2017-11-01,-1.58955237589316,0.05
"Victoria-Fraserview",2017-11-01,-0.615188795396747,0.49
"Arbutus Ridge",2017-11-01,-1.34524686794226,0.095
"Grandview-Woodland",2017-11-01,0.390045012185157,0.25
"Kensington-Cedar Cottage",2017-11-01,-0.263596058073869,0.37
"Killarney",2017-11-01,-0.449795676157157,0.275
"Kitsilano",2017-11-01,1.06409566601399,0.17
"Strathcona",2017-11-01,2.72473475940832,0.005
"Sunset",2017-11-01,-1.16865543480164,0.145
"West Point Grey",2017-11-01,-0.88426410777947,0.375
"Dunbar-Southlands",2017-11-01,-1.21046691608771,0.06
"Fairview",2017-11-01,1.48122486668527,0.115
"Mount Pleasant",2017-11-01,1.77118053056652,0.095
"Renfrew-Collingwood",2017-11-01,-0.0985323132876123,0.34
"West End",2017-11-01,2.71876660282658,0.025
"Downtown",2017-12-01,4.46384441903461,0.015
"Hastings-Sunrise",2017-12-01,-0.0992684756145664,0.25
"Kerrisdale",2017-12-01,-1.60025648291809,0.05
"Marpole",2017-12-01,-0.912353651263723,0.085
"Oakridge",2017-12-01,-1.66040117885685,0.04
"Riley Park",2017-12-01,-0.770596444546386,0.37
"South Cambie",2017-12-01,-1.03193595970418,0.395
"Shaughnessy",2017-12-01,-1.53746763003765,0.085
"Victoria-Fraserview",2017-12-01,-0.668515603807096,0.5
"Arbutus Ridge",2017-12-01,-1.199649239162,0.16
"Grandview-Woodland",2017-12-01,0.305229394343567,0.245
"Kensington-Cedar Cottage",2017-12-01,-0.203847920694335,0.375
"Killarney",2017-12-01,-0.538960865035562,0.365
"Kitsilano",2017-12-01,1.11921099752866,0.18
"Strathcona",2017-12-01,2.7633289196461,0.02
"Sunset",2017-12-01,-1.02588999669126,0.135
"West Point Grey",2017-12-01,-0.925924146212573,0.46
"Dunbar-Southlands",2017-12-01,-1.21861829756753,0.14
"Fairview",2017-12-01,1.63468849813503,0.05
"Mount Pleasant",2017-12-01,1.97261263742142,0.105
"Renfrew-Collingwood",2017-12-01,-0.257519338353894,0.275
"West End",2017-12-01,2.67597266110528,0.015
"Downtown",2018-01-01,4.45037404510679,0.01
"Hastings-Sunrise",2018-01-01,-0.159589865635592,0.235
"Kerrisdale",2018-01-01,-1.50210778431562,0.035
"Marpole",2018-01-01,-1.02531023264511,0.13
"Oakridge",2018-01-01,-1.54180538417864,0.02
"Riley Park",2018-01-01,-0.82486376441509,0.405
"South Cambie",2018-01-01,-1.01167713278001,0.35
"Shaughnessy",2018-01-01,-1.22988922493086,0.135
"Victoria-Fraserview",2018-01-01,-0.737357579621327,0.44
"Arbutus Ridge",2018-01-01,-1.18489203123278,0.125
"Grandview-Woodland",2018-01-01,0.102398076773203,0.25
"Kensington-Cedar Cottage",2018-01-01,-0.491722505077365,0.425
"Killarney",2018-01-01,-0.616004671787116,0.485
"Kitsilano",2018-01-01,1.41678193778712,0.11
"Strathcona",2018-01-01,2.45360309404127,0.015
"Sunset",2018-01-01,-1.06937485649008,0.18
"West Point Grey",2018-01-01,-0.807615379463828,0.5
"Dunbar-Southlands",2018-01-01,-1.15974964631079,0.085
"Fairview",2018-01-01,1.74473496854188,0.1
"Mount Pleasant",2018-01-01,1.67641142046797,0.09
"Renfrew-Collingwood",2018-01-01,-0.400449621666635,0.32
"West End",2018-01-01,3.07350162844314,0.02
"Downtown",2018-02-01,4.58038043178672,0.005
"Hastings-Sunrise",2018-02-01,-0.32406285351545,0.365
"Kerrisdale",2018-02-01,-1.50582738505731,0.015
"Marpole",2018-02-01,-1.04091121321142,0.075
"Oakridge",2018-02-01,-1.49517102496968,0.045
"Riley Park",2018-02-01,-0.61520326605587,0.485
"South Cambie",2018-02-01,-0.790492747624777,0.435
"Shaughnessy",2018-02-01,-1.13182949870849,0.19
"Victoria-Fraserview",2018-02-01,-0.915353664715863,0.335
"Arbutus Ridge",2018-02-01,-1.08092007057494,0.22
"Grandview-Woodland",2018-02-01,0.127101483285759,0.265
"Kensington-Cedar Cottage",2018-02-01,-0.549398352620471,0.46
"Killarney",2018-02-01,-0.872216775646341,0.345
"Kitsilano",2018-02-01,1.42247716850355,0.165
"Strathcona",2018-02-01,2.7062506670175,0.015
"Sunset",2018-02-01,-1.04261889032641,0.125
"West Point Grey",2018-02-01,-0.730602243807083,0.46
"Dunbar-Southlands",2018-02-01,-1.06865589236316,0.15
"Fairview",2018-02-01,1.88906179885403,0.09
"Mount Pleasant",2018-02-01,1.96127132497969,0.085
"Renfrew-Collingwood",2018-02-01,-0.682334278691971,0.16
"West End",2018-02-01,2.80400271606695,0.015
"Downtown",2018-03-01,4.34735558472633,0.025
"Hastings-Sunrise",2018-03-01,-0.165670395846792,0.275
"Kerrisdale",2018-03-01,-1.47751081808433,0.01
"Marpole",2018-03-01,-1.02510339598833,0.115
"Oakridge",2018-03-01,-1.52176020044795,0.04
"Riley Park",2018-03-01,-0.789447260369502,0.385
"South Cambie",2018-03-01,-0.986461034126452,0.37
"Shaughnessy",2018-03-01,-1.32501941057613,0.12
"Victoria-Fraserview",2018-03-01,-0.803330802949052,0.39
"Arbutus Ridge",2018-03-01,-1.12208731393886,0.185
"Grandview-Woodland",2018-03-01,0.176550323427012,0.325
"Kensington-Cedar Cottage",2018-03-01,-0.433833944933939,0.365
"Killarney",2018-03-01,-0.727461618915884,0.475
"Kitsilano",2018-03-01,1.38948384492287,0.1
"Strathcona",2018-03-01,2.36244273595642,0.025
"Sunset",2018-03-01,-1.02032653646837,0.14
"West Point Grey",2018-03-01,-0.734277698820547,0.435
"Dunbar-Southlands",2018-03-01,-1.05715543207056,0.175
"Fairview",2018-03-01,1.72634314334217,0.09
"Mount Pleasant",2018-03-01,1.69426130539747,0.105
"Renfrew-Collingwood",2018-03-01,-0.626243852399161,0.315
"West End",2018-03-01,3.01485902803466,0.02
"Downtown",2018-04-01,4.35486942121389,0.005
"Hastings-Sunrise",2018-04-01,-0.395664225592996,0.485
"Kerrisdale",2018-04-01,-1.39345876274374,0.015
"Marpole",2018-04-01,-0.848856773510306,0.17
"Oakridge",2018-04-01,-1.30259558177115,0.075
"Riley Park",2018-04-01,-0.691128502559358,0.41
"South Cambie",2018-04-01,-0.960842368276341,0.365
"Shaughnessy",2018-04-01,-1.17741334508212,0.185
"Victoria-Fraserview",2018-04-01,-0.73799423928916,0.35
"Arbutus Ridge",2018-04-01,-0.982416418477177,0.235
"Grandview-Woodland",2018-04-01,-0.150340914858394,0.245
"Kensington-Cedar Cottage",2018-04-01,-0.569352321799703,0.495
"Killarney",2018-04-01,-0.77027614951882,0.23
"Kitsilano",2018-04-01,1.50335564172836,0.165
"Strathcona",2018-04-01,2.26269693962928,0.035
"Sunset",2018-04-01,-0.72713006321924,0.29
"West Point Grey",2018-04-01,-0.596131506218676,0.285
"Dunbar-Southlands",2018-04-01,-0.951213587091473,0.225
"Fairview",2018-04-01,1.69649433832984,0.06
"Mount Pleasant",2018-04-01,1.53161984123102,0.13
"Renfrew-Collingwood",2018-04-01,-0.753595654982012,0.36
"West End",2018-04-01,2.83195099372053,0.015
"Downtown",2018-05-01,4.3914786949792,0.005
"Hastings-Sunrise",2018-05-01,0.207940677147359,0.285
"Kerrisdale",2018-05-01,-1.70563768456207,0.005
"Marpole",2018-05-01,-1.0913000261052,0.125
"Oakridge",2018-05-01,-1.58784369645219,0.05
"Riley Park",2018-05-01,-0.622789990081863,0.435
"South Cambie",2018-05-01,-1.04732138525741,0.39
"Shaughnessy",2018-05-01,-1.38530156054731,0.1
"Victoria-Fraserview",2018-05-01,-0.797283972940993,0.5
"Arbutus Ridge",2018-05-01,-1.24125942082229,0.055
"Grandview-Woodland",2018-05-01,0.425257115427807,0.22
"Kensington-Cedar Cottage",2018-05-01,-0.179886943389449,0.425
"Killarney",2018-05-01,-0.767299433937186,0.25
"Kitsilano",2018-05-01,1.24225313336248,0.215
"Strathcona",2018-05-01,2.53973583403748,0.03
"Sunset",2018-05-01,-0.905814143350801,0.175
"West Point Grey",2018-05-01,-0.886176811026046,0.385
"Dunbar-Southlands",2018-05-01,-1.28630040828851,0.115
"Fairview",2018-05-01,1.68521479661309,0.135
"Mount Pleasant",2018-05-01,1.82509742711328,0.07
"Renfrew-Collingwood",2018-05-01,-0.44339049999213,0.47
"West End",2018-05-01,2.82693641054594,0.035
"Downtown",2018-06-01,4.35968546610329,0.005
"Hastings-Sunrise",2018-06-01,-0.0776914086449264,0.39
"Kerrisdale",2018-06-01,-1.42629236820323,0.01
"Marpole",2018-06-01,-1.00502928630032,0.06
"Oakridge",2018-06-01,-1.44628361594342,0.025
"Riley Park",2018-06-01,-0.749302596909285,0.41
"South Cambie",2018-06-01,-0.891866517343623,0.365
"Shaughnessy",2018-06-01,-1.16115501724764,0.135
"Victoria-Fraserview",2018-06-01,-0.856520521009117,0.28
"Arbutus Ridge",2018-06-01,-0.981991444788902,0.205
"Grandview-Woodland",2018-06-01,0.17576298827003,0.225
"Kensington-Cedar Cottage",2018-06-01,-0.414697214979351,0.375
"Killarney",2018-06-01,-0.813011835203255,0.35
"Kitsilano",2018-06-01,1.40893731023562,0.2
"Strathcona",2018-06-01,2.43763682159684,0.01
"Sunset",2018-06-01,-0.984573042492738,0.175
"West Point Grey",2018-06-01,-0.654959460760207,0.42
"Dunbar-Southlands",2018-06-01,-1.00480434002159,0.22
"Fairview",2018-06-01,1.69307300113314,0.06
"Mount Pleasant",2018-06-01,1.74473403584178,0.055
"Renfrew-Collingwood",2018-06-01,-0.611281897257717,0.415
"West End",2018-06-01,2.65583396928046,0.015
"Downtown",2018-07-01,4.3659547514199,0.01
"Hastings-Sunrise",2018-07-01,-0.249252820242154,0.4
"Kerrisdale",2018-07-01,-1.505385148204,0.005
"Marpole",2018-07-01,-0.88465977798577,0.225
"Oakridge",2018-07-01,-1.32498387066304,0.055
"Riley Park",2018-07-01,-0.666266101313279,0.46
"South Cambie",2018-07-01,-0.876517194008649,0.365
"Shaughnessy",2018-07-01,-1.17552689778536,0.25
"Victoria-Fraserview",2018-07-01,-0.808790531729701,0.395
"Arbutus Ridge",2018-07-01,-1.2153599656906,0.06
"Grandview-Woodland",2018-07-01,-0.133167795882915,0.355
"Kensington-Cedar Cottage",2018-07-01,-0.668368003856918,0.445
"Killarney",2018-07-01,-0.726165905796335,0.315
"Kitsilano",2018-07-01,1.42757497398389,0.15
"Strathcona",2018-07-01,2.24154245411282,0.065
"Sunset",2018-07-01,-0.853649268401546,0.145
"West Point Grey",2018-07-01,-0.733069816741676,0.485
"Dunbar-Southlands",2018-07-01,-1.13165449399277,0.15
"Fairview",2018-07-01,1.82293372690994,0.09
"Mount Pleasant",2018-07-01,1.52506069388346,0.105
"Renfrew-Collingwood",2018-07-01,-0.665295437390561,0.31
"West End",2018-07-01,3.01673894256003,0.02
"Downtown",2018-08-01,4.4384261663452,0.015
"Hastings-Sunrise",2018-08-01,-0.180451949573146,0.405
"Kerrisdale",2018-08-01,-1.48606786978874,0.005
"Marpole",2018-08-01,-1.04079368082415,0.075
"Oakridge",2018-08-01,-1.56535431215223,0.02
"Riley Park",2018-08-01,-0.85504417619695,0.395
"South Cambie",2018-08-01,-1.07120150688269,0.255
"Shaughnessy",2018-08-01,-1.27633156717732,0.13
"Victoria-Fraserview",2018-08-01,-0.803779951179745,0.38
"Arbutus Ridge",2018-08-01,-1.07892186145791,0.24
"Grandview-Woodland",2018-08-01,-0.0735956508261529,0.23
"Kensington-Cedar Cottage",2018-08-01,-0.591266471818369,0.41
"Killarney",2018-08-01,-0.69817672289269,0.335
"Kitsilano",2018-08-01,1.57032009169742,0.09
"Strathcona",2018-08-01,2.25999452992317,0.025
"Sunset",2018-08-01,-1.02060804799171,0.135
"West Point Grey",2018-08-01,-0.582091651226364,0.3
"Dunbar-Southlands",2018-08-01,-0.957224478065645,0.175
"Fairview",2018-08-01,1.74286358678959,0.05
"Mount Pleasant",2018-08-01,1.49842696874235,0.095
"Renfrew-Collingwood",2018-08-01,-0.539220422066125,0.47
"West End",2018-08-01,3.09222051832283,0.02
"Downtown",2018-09-01,4.52955686667374,0.01
"Hastings-Sunrise",2018-09-01,-0.165016640859123,0.435
"Kerrisdale",2018-09-01,-1.43121191067377,0.03
"Marpole",2018-09-01,-1.05816025419215,0.06
"Oakridge",2018-09-01,-1.58111601867184,0.03
"Riley Park",2018-09-01,-0.908309544410689,0.32
"South Cambie",2018-09-01,-0.96796421822329,0.43
"Shaughnessy",2018-09-01,-1.19665517623689,0.155
"Victoria-Fraserview",2018-09-01,-0.984232386804099,0.285
"Arbutus Ridge",2018-09-01,-1.02872508374182,0.26
"Grandview-Woodland",2018-09-01,0.177521366569689,0.21
"Kensington-Cedar Cottage",2018-09-01,-0.596191250930081,0.47
"Killarney",2018-09-01,-0.860413926837852,0.27
"Kitsilano",2018-09-01,1.53536039800806,0.145
"Strathcona",2018-09-01,2.41984605184586,0.045
"Sunset",2018-09-01,-1.17595297809902,0.12
"West Point Grey",2018-09-01,-0.740537197586016,0.375
"Dunbar-Southlands",2018-09-01,-1.0583868817003,0.165
"Fairview",2018-09-01,1.82643362737986,0.09
"Mount Pleasant",2018-09-01,1.66970188848735,0.095
"Renfrew-Collingwood",2018-09-01,-0.722219838170862,0.4
"West End",2018-09-01,3.18164501615932,0.045
"Downtown",2018-10-01,4.52356095254771,0.005
"Hastings-Sunrise",2018-10-01,-0.347255582146223,0.375
"Kerrisdale",2018-10-01,-1.45351658235017,0.01
"Marpole",2018-10-01,-1.00621322961304,0.105
"Oakridge",2018-10-01,-1.5070689234212,0.035
"Riley Park",2018-10-01,-0.979679657708207,0.29
"South Cambie",2018-10-01,-1.05343800541749,0.325
"Shaughnessy",2018-10-01,-1.23637354809949,0.155
"Victoria-Fraserview",2018-10-01,-0.878069833447259,0.37
"Arbutus Ridge",2018-10-01,-1.1351664809232,0.21
"Grandview-Woodland",2018-10-01,-0.187437662776581,0.33
"Kensington-Cedar Cottage",2018-10-01,-0.836886892059959,0.36
"Killarney",2018-10-01,-0.648773930972951,0.46
"Kitsilano",2018-10-01,1.53761361517365,0.12
"Strathcona",2018-10-01,2.39572259267499,0.03
"Sunset",2018-10-01,-1.15948292942374,0.155
"West Point Grey",2018-10-01,-0.695341717209182,0.47
"Dunbar-Southlands",2018-10-01,-1.0897964843098,0.245
"Fairview",2018-10-01,1.75679827737983,0.1
"Mount Pleasant",2018-10-01,1.40975589555338,0.13
"Renfrew-Collingwood",2018-10-01,-0.545356524948976,0.3
"West End",2018-10-01,3.3011196855359,0.02
"Downtown",2018-11-01,4.39239184507326,0.02
"Hastings-Sunrise",2018-11-01,-0.326171450508755,0.355
"Kerrisdale",2018-11-01,-1.30982241693066,0.03
"Marpole",2018-11-01,-0.961820537130148,0.04
"Oakridge",2018-11-01,-1.42186456284096,0.025
"Riley Park",2018-11-01,-1.03218492261835,0.335
"South Cambie",2018-11-01,-0.949727162643635,0.38
"Shaughnessy",2018-11-01,-1.22087190630509,0.085
"Victoria-Fraserview",2018-11-01,-0.88933193777342,0.305
"Arbutus Ridge",2018-11-01,-1.07984552770405,0.1
"Grandview-Woodland",2018-11-01,-0.100694286432679,0.25
"Kensington-Cedar Cottage",2018-11-01,-0.827101913823614,0.415
"Killarney",2018-11-01,-0.648796346895851,0.495
"Kitsilano",2018-11-01,1.3681659359676,0.155
"Strathcona",2018-11-01,2.48481006588363,0.03
"Sunset",2018-11-01,-1.1784935594848,0.125
"West Point Grey",2018-11-01,-0.766463354612447,0.44
"Dunbar-Southlands",2018-11-01,-1.07541497910101,0.095
"Fairview",2018-11-01,1.61698971418891,0.07
"Mount Pleasant",2018-11-01,1.48053796484174,0.145
"Renfrew-Collingwood",2018-11-01,-0.579193535560769,0.325
"West End",2018-11-01,2.97920379992249,0.03
"Downtown",2018-12-01,4.20389031169124,0.02
"Hastings-Sunrise",2018-12-01,-0.231738656917514,0.26
"Kerrisdale",2018-12-01,-1.3458585554556,0.03
"Marpole",2018-12-01,-0.837049329334164,0.17
"Oakridge",2018-12-01,-1.28556693227774,0.06
"Riley Park",2018-12-01,-0.784236340252411,0.465
"South Cambie",2018-12-01,-0.946982341092595,0.48
"Shaughnessy",2018-12-01,-1.39697373050559,0.04
"Victoria-Fraserview",2018-12-01,-0.68444005981438,0.48
"Arbutus Ridge",2018-12-01,-1.25401671054963,0.045
"Grandview-Woodland",2018-12-01,-0.223163194782313,0.325
"Kensington-Cedar Cottage",2018-12-01,-0.488519616615476,0.425
"Killarney",2018-12-01,-0.639585029909191,0.33
"Kitsilano",2018-12-01,1.24821881757261,0.09
"Strathcona",2018-12-01,2.02751948660942,0.035
"Sunset",2018-12-01,-0.851098635716872,0.37
"West Point Grey",2018-12-01,-0.871166179645897,0.205
"Dunbar-Southlands",2018-12-01,-1.22192788515609,0.005
"Fairview",2018-12-01,1.62608659404867,0.085
"Mount Pleasant",2018-12-01,1.3790192017374,0.125
"Renfrew-Collingwood",2018-12-01,-0.431740559840291,0.455
"West End",2018-12-01,3.16567406080129,0.065
"Downtown",2019-01-01,4.3690738135006,0.02
"Hastings-Sunrise",2019-01-01,-0.00285902228565123,0.3
"Kerrisdale",2019-01-01,-1.49385728262369,0.01
"Marpole",2019-01-01,-0.99665516877803,0.12
"Oakridge",2019-01-01,-1.53093818040112,0.025
"Riley Park",2019-01-01,-0.906275551912073,0.34
"South Cambie",2019-01-01,-1.06375809024392,0.28
"Shaughnessy",2019-01-01,-1.31541130858326,0.14
"Victoria-Fraserview",2019-01-01,-0.804203079576365,0.38
"Arbutus Ridge",2019-01-01,-1.20666331832957,0.12
"Grandview-Woodland",2019-01-01,0.0599027271584534,0.29
"Kensington-Cedar Cottage",2019-01-01,-0.529777625384821,0.43
"Killarney",2019-01-01,-0.726903253484682,0.325
"Kitsilano",2019-01-01,1.41095328931836,0.065
"Strathcona",2019-01-01,2.21116783572269,0.015
"Sunset",2019-01-01,-1.03734849071182,0.195
"West Point Grey",2019-01-01,-0.845361561459963,0.355
"Dunbar-Southlands",2019-01-01,-1.18693487525343,0.08
"Fairview",2019-01-01,1.71117685623377,0.085
"Mount Pleasant",2019-01-01,1.4574164603886,0.09
"Renfrew-Collingwood",2019-01-01,-0.480656613127711,0.435
"West End",2019-01-01,3.26366923981377,0.01
"Downtown",2019-02-01,4.23393091062229,0.01
"Hastings-Sunrise",2019-02-01,-0.310745337665265,0.275
"Kerrisdale",2019-02-01,-1.35198315301678,0.02
"Marpole",2019-02-01,-0.872641016731224,0.04
"Oakridge",2019-02-01,-1.3459175477437,0.08
"Riley Park",2019-02-01,-0.755633449819153,0.41
"South Cambie",2019-02-01,-0.900946613716733,0.39
"Shaughnessy",2019-02-01,-1.23553922048952,0.135
"Victoria-Fraserview",2019-02-01,-0.752089575087454,0.43
"Arbutus Ridge",2019-02-01,-1.1304905329792,0.085
"Grandview-Woodland",2019-02-01,-0.212997799460858,0.34
"Kensington-Cedar Cottage",2019-02-01,-0.601650729596839,0.445
"Killarney",2019-02-01,-0.680711926576375,0.465
"Kitsilano",2019-02-01,1.42206414022836,0.155
"Strathcona",2019-02-01,2.00845153377364,0.025
"Sunset",2019-02-01,-0.891033722743105,0.335
"West Point Grey",2019-02-01,-0.800421458028655,0.405
"Dunbar-Southlands",2019-02-01,-1.11493980868228,0.085
"Fairview",2019-02-01,1.78830488233129,0.05
"Mount Pleasant",2019-02-01,1.46432268739408,0.115
"Renfrew-Collingwood",2019-02-01,-0.612133056415165,0.415
"West End",2019-02-01,3.14326045424019,0.015
"Downtown",2019-03-01,4.38709606764405,0.02
"Hastings-Sunrise",2019-03-01,-0.28503308333808,0.38
"Kerrisdale",2019-03-01,-1.37070432906329,0.015
"Marpole",2019-03-01,-0.918283923660612,0.075
"Oakridge",2019-03-01,-1.3732528610964,0.04
"Riley Park",2019-03-01,-0.75879559812957,0.43
"South Cambie",2019-03-01,-0.749992138267811,0.48
"Shaughnessy",2019-03-01,-1.11760275898611,0.21
"Victoria-Fraserview",2019-03-01,-0.816950491628988,0.275
"Arbutus Ridge",2019-03-01,-1.1221508639734,0.115
"Grandview-Woodland",2019-03-01,-0.245305349777545,0.305
"Kensington-Cedar Cottage",2019-03-01,-0.682166865032856,0.495
"Killarney",2019-03-01,-0.66618137789341,0.385
"Kitsilano",2019-03-01,1.46366679988629,0.1
"Strathcona",2019-03-01,2.14500266163944,0.02
"Sunset",2019-03-01,-1.06034823366555,0.155
"West Point Grey",2019-03-01,-0.677369156758795,0.495
"Dunbar-Southlands",2019-03-01,-1.0494841086533,0.165
"Fairview",2019-03-01,1.8805465507397,0.07
"Mount Pleasant",2019-03-01,1.57337199747929,0.09
"Renfrew-Collingwood",2019-03-01,-0.526283470348594,0.345
"West End",2019-03-01,2.97389197295593,0.02
"Downtown",2019-04-01,4.46459707917793,0.005
"Hastings-Sunrise",2019-04-01,-0.346634963485873,0.42
"Kerrisdale",2019-04-01,-1.56480107056774,0.02
"Marpole",2019-04-01,-0.93598368221735,0.16
"Oakridge",2019-04-01,-1.36925416275017,0.05
"Riley Park",2019-04-01,-0.528307586156618,0.485
"South Cambie",2019-04-01,-0.787698958773377,0.45
"Shaughnessy",2019-04-01,-1.26302933202256,0.175
"Victoria-Fraserview",2019-04-01,-0.680158073520132,0.375
"Arbutus Ridge",2019-04-01,-1.28252170923828,0.015
"Grandview-Woodland",2019-04-01,-0.0443297913731975,0.19
"Kensington-Cedar Cottage",2019-04-01,-0.521422975886566,0.445
"Killarney",2019-04-01,-0.724154468738316,0.45
"Kitsilano",2019-04-01,1.21940933771887,0.19
"Strathcona",2019-04-01,2.52389974412865,0.035
"Sunset",2019-04-01,-0.769414203201745,0.24
"West Point Grey",2019-04-01,-0.922882930013696,0.255
"Dunbar-Southlands",2019-04-01,-1.2968637005649,0.04
"Fairview",2019-04-01,1.79968677558734,0.07
"Mount Pleasant",2019-04-01,1.79535634694653,0.065
"Renfrew-Collingwood",2019-04-01,-0.608448116887019,0.335
"West End",2019-04-01,2.84397706550868,0.035
"Downtown",2019-05-01,4.2972045774909,0.015
"Hastings-Sunrise",2019-05-01,-0.0735646368089683,0.275
"Kerrisdale",2019-05-01,-1.48885660091739,0.005
"Marpole",2019-05-01,-0.906575965381109,0.12
"Oakridge",2019-05-01,-1.40878177021783,0.035
"Riley Park",2019-05-01,-0.575274546789512,0.465
"South Cambie",2019-05-01,-0.919244360555949,0.4
"Shaughnessy",2019-05-01,-1.30511171755262,0.115
"Victoria-Fraserview",2019-05-01,-0.669822793969555,0.495
"Arbutus Ridge",2019-05-01,-1.28345376692525,0.08
"Grandview-Woodland",2019-05-01,-0.0472337046203456,0.275
"Kensington-Cedar Cottage",2019-05-01,-0.315726089421958,0.425
"Killarney",2019-05-01,-0.736300586089254,0.45
"Kitsilano",2019-05-01,1.30716502442923,0.13
"Strathcona",2019-05-01,2.0779846232745,0.04
"Sunset",2019-05-01,-0.803608792963778,0.31
"West Point Grey",2019-05-01,-0.819052120668889,0.3
"Dunbar-Southlands",2019-05-01,-1.22970506856417,0.11
"Fairview",2019-05-01,1.78997513079995,0.055
"Mount Pleasant",2019-05-01,1.63985770276872,0.105
"Renfrew-Collingwood",2019-05-01,-0.427953651344683,0.495
"West End",2019-05-01,3.04427776441819,0.01
"Downtown",2019-06-01,4.39786029560997,0.01
"Hastings-Sunrise",2019-06-01,-0.0104131837186227,0.31
"Kerrisdale",2019-06-01,-1.72906927472267,0.005
"Marpole",2019-06-01,-1.13868163963137,0.08
"Oakridge",2019-06-01,-1.66599968467085,0.02
"Riley Park",2019-06-01,-0.65814471616047,0.48
"South Cambie",2019-06-01,-1.03856585804935,0.325
"Shaughnessy",2019-06-01,-1.52629701576842,0.06
"Victoria-Fraserview",2019-06-01,-0.523727147890904,0.495
"Arbutus Ridge",2019-06-01,-1.40215818266021,0.05
"Grandview-Woodland",2019-06-01,0.489432573192716,0.18
"Kensington-Cedar Cottage",2019-06-01,-0.181950780844242,0.435
"Killarney",2019-06-01,-0.625113715336735,0.385
"Kitsilano",2019-06-01,0.970108309574419,0.195
"Strathcona",2019-06-01,2.95057560667168,0.025
"Sunset",2019-06-01,-0.84790446687836,0.235
"West Point Grey",2019-06-01,-0.930033437116374,0.26
"Dunbar-Southlands",2019-06-01,-1.35904500303963,0.075
"Fairview",2019-06-01,1.47291376005375,0.165
"Mount Pleasant",2019-06-01,2.01965366737108,0.075
"Renfrew-Collingwood",2019-06-01,-0.351274429408586,0.475
"West End",2019-06-01,2.51530452723326,0.035
"Downtown",2019-07-01,4.36618828607715,0.005
"Hastings-Sunrise",2019-07-01,-0.204594309987385,0.415
"Kerrisdale",2019-07-01,-1.4726459644202,0.005
"Marpole",2019-07-01,-0.999964960862038,0.095
"Oakridge",2019-07-01,-1.44342054335924,0.01
"Riley Park",2019-07-01,-0.76626912554727,0.36
"South Cambie",2019-07-01,-0.960324853304135,0.35
"Shaughnessy",2019-07-01,-1.34499737216564,0.11
"Victoria-Fraserview",2019-07-01,-0.77277105902439,0.38
"Arbutus Ridge",2019-07-01,-1.22777432889518,0.055
"Grandview-Woodland",2019-07-01,0.0904594436276674,0.22
"Kensington-Cedar Cottage",2019-07-01,-0.547317983917088,0.425
"Killarney",2019-07-01,-0.666895858880268,0.31
"Kitsilano",2019-07-01,1.2361052355901,0.125
"Strathcona",2019-07-01,2.50689654526711,0.03
"Sunset",2019-07-01,-0.964390893868548,0.19
"West Point Grey",2019-07-01,-0.784740910248669,0.365
"Dunbar-Southlands",2019-07-01,-1.15548408975683,0.07
"Fairview",2019-07-01,1.60973817790585,0.09
"Mount Pleasant",2019-07-01,1.67907212596445,0.06
"Renfrew-Collingwood",2019-07-01,-0.581414543658171,0.43
"West End",2019-07-01,2.85035205359935,0.02
"Downtown",2019-08-01,4.43859250095035,0.005
"Hastings-Sunrise",2019-08-01,-0.177201945840018,0.29
"Kerrisdale",2019-08-01,-1.49980007237024,0.01
"Marpole",2019-08-01,-1.03395274909908,0.045
