"Neighborhood","Time_Col","gi_star","p_folded_sim"
"Strathcona",2015-09-01,2.39120195914621,0.04
"Sunset",2015-09-01,-1.08698767037439,0.145
"West Point Grey",2015-09-01,-0.599389187589726,0.475
"Dunbar-Southlands",2015-09-01,-1.11244179176391,0.185
"Fairview",2015-09-01,1.99762476158904,0.06
"Mount Pleasant",2015-09-01,1.99762476158904,0.075
"Renfrew-Collingwood",2015-09-01,-0.629292269856397,0.31
"West End",2015-09-01,3.12871908514375,0.015
"Downtown",2015-10-01,4.27360602745942,0.015
"Hastings-Sunrise",2015-10-01,0.311465412431219,0.175
"Kerrisdale",2015-10-01,-1.61135964969782,0.02
"Marpole",2015-10-01,-1.05552167546135,0.06
"Oakridge",2015-10-01,-1.61295239714792,0.025
"Riley Park",2015-10-01,-0.738641751964934,0.365
"South Cambie",2015-10-01,-1.05088672806379,0.335
"Shaughnessy",2015-10-01,-1.35668893218049,0.16
"Victoria-Fraserview",2015-10-01,-0.635002996178894,0.455
"Arbutus Ridge",2015-10-01,-1.17231322371488,0.085
"Grandview-Woodland",2015-10-01,0.236090857553691,0.21
"Kensington-Cedar Cottage",2015-10-01,-0.154861389670911,0.42
"Killarney",2015-10-01,-0.686235846331988,0.4
"Kitsilano",2015-10-01,1.29788593248001,0.175
"Strathcona",2015-10-01,2.24082060610238,0.025
"Sunset",2015-10-01,-0.910768497655287,0.295
"West Point Grey",2015-10-01,-0.92124812247308,0.485
"Dunbar-Southlands",2015-10-01,-1.21301854398276,0.12
"Fairview",2015-10-01,1.67397787882365,0.095
"Mount Pleasant",2015-10-01,1.6371061193782,0.1
"Renfrew-Collingwood",2015-10-01,-0.20352660133939,0.465
"West End",2015-10-01,2.87240324797679,0.015
"Downtown",2015-11-01,4.30412224197274,0.01
"Hastings-Sunrise",2015-11-01,-0.211965725188722,0.245
"Kerrisdale",2015-11-01,-1.32178631597546,0.015
"Marpole",2015-11-01,-0.994347869294097,0.125
"Oakridge",2015-11-01,-1.47037239223471,0.01
"Riley Park",2015-11-01,-0.821244780947144,0.395
"South Cambie",2015-11-01,-0.925123448433932,0.415
"Shaughnessy",2015-11-01,-1.29727169589136,0.105
"Victoria-Fraserview",2015-11-01,-0.703262615291088,0.5
"Arbutus Ridge",2015-11-01,-1.13563102076461,0.135
"Grandview-Woodland",2015-11-01,0.114731665334498,0.22
"Kensington-Cedar Cottage",2015-11-01,-0.471277463472568,0.43
"Killarney",2015-11-01,-0.50538939704748,0.475
"Kitsilano",2015-11-01,1.20116813431268,0.14
"Strathcona",2015-11-01,2.4270216656429,0.01
"Sunset",2015-11-01,-1.0983142779239,0.1
"West Point Grey",2015-11-01,-0.842724552843734,0.385
"Dunbar-Southlands",2015-11-01,-1.06551722528242,0.065
"Fairview",2015-11-01,1.62986463247915,0.065
"Mount Pleasant",2015-11-01,1.74100816904083,0.1
"Renfrew-Collingwood",2015-11-01,-0.463707147393595,0.375
"West End",2015-11-01,2.78716582721522,0.015
"Downtown",2015-12-01,4.31900428578672,0.02
"Hastings-Sunrise",2015-12-01,-0.351057187359382,0.4
"Kerrisdale",2015-12-01,-1.39369406974825,0.02
"Marpole",2015-12-01,-0.93394459278628,0.15
"Oakridge",2015-12-01,-1.35740706444229,0.02
"Riley Park",2015-12-01,-0.777074327579515,0.37
"South Cambie",2015-12-01,-0.869249630551594,0.45
"Shaughnessy",2015-12-01,-1.19418848219964,0.225
"Victoria-Fraserview",2015-12-01,-0.632766897333927,0.475
"Arbutus Ridge",2015-12-01,-1.09636065607482,0.16
"Grandview-Woodland",2015-12-01,-0.430352720982267,0.405
"Kensington-Cedar Cottage",2015-12-01,-0.726683471664699,0.5
"Killarney",2015-12-01,-0.356417696107343,0.305
"Kitsilano",2015-12-01,1.47353019171077,0.135
"Strathcona",2015-12-01,2.00130984168488,0.03
"Sunset",2015-12-01,-0.987873967988933,0.21
"West Point Grey",2015-12-01,-0.688160320945716,0.37
"Dunbar-Southlands",2015-12-01,-0.972300354439936,0.115
"Fairview",2015-12-01,1.79291604607172,0.065
"Mount Pleasant",2015-12-01,1.36115368739858,0.135
"Renfrew-Collingwood",2015-12-01,-0.38464629406415,0.355
"West End",2015-12-01,3.02136280118196,0.015
"Downtown",2016-01-01,4.45325652352756,0.01
"Hastings-Sunrise",2016-01-01,-0.33991663987398,0.3
"Kerrisdale",2016-01-01,-1.3949061472356,0.015
"Marpole",2016-01-01,-1.01974991962194,0.095
"Oakridge",2016-01-01,-1.46376495226454,0.045
"Riley Park",2016-01-01,-0.640397166615735,0.45
"South Cambie",2016-01-01,-0.82301949150621,0.455
"Shaughnessy",2016-01-01,-1.064118600166,0.245
"Victoria-Fraserview",2016-01-01,-0.764519364890046,0.44
"Arbutus Ridge",2016-01-01,-1.02976077719884,0.25
"Grandview-Woodland",2016-01-01,-0.213233292248244,0.265
"Kensington-Cedar Cottage",2016-01-01,-0.529988399402333,0.445
"Killarney",2016-01-01,-0.744667172501684,0.435
"Kitsilano",2016-01-01,1.57583217422294,0.125
"Strathcona",2016-01-01,2.13069698652714,0.045
"Sunset",2016-01-01,-1.00204487938671,0.21
"West Point Grey",2016-01-01,-0.738661792078283,0.445
"Dunbar-Southlands",2016-01-01,-1.05056402522306,0.15
"Fairview",2016-01-01,1.98568986976074,0.055
"Mount Pleasant",2016-01-01,1.67476334211137,0.1
"Renfrew-Collingwood",2016-01-01,-0.520081200605473,0.32
"West End",2016-01-01,3.14215625639605,0.01
"Downtown",2016-02-01,4.2058454117617,0.005
"Hastings-Sunrise",2016-02-01,-0.274132638255864,0.365
"Kerrisdale",2016-02-01,-1.16507811731806,0.03
"Marpole",2016-02-01,-0.772724956533234,0.085
"Oakridge",2016-02-01,-1.18298509398197,0.075
"Riley Park",2016-02-01,-0.617727012952631,0.48
"South Cambie",2016-02-01,-0.814800495856339,0.48
"Shaughnessy",2016-02-01,-1.14728458360117,0.16
"Victoria-Fraserview",2016-02-01,-0.88923907166896,0.295
"Arbutus Ridge",2016-02-01,-0.966360988528555,0.16
"Grandview-Woodland",2016-02-01,-0.163007687907779,0.175
"Kensington-Cedar Cottage",2016-02-01,-0.564955776493075,0.43
"Killarney",2016-02-01,-0.800799828457533,0.205
"Kitsilano",2016-02-01,1.31540757140378,0.2
"Strathcona",2016-02-01,2.19833885785931,0.025
"Sunset",2016-02-01,-0.851671824431257,0.32
"West Point Grey",2016-02-01,-0.704326049629035,0.49
"Dunbar-Southlands",2016-02-01,-0.94065368290869,0.12
"Fairview",2016-02-01,1.62395016409274,0.07
"Mount Pleasant",2016-02-01,1.61812860574012,0.1
"Renfrew-Collingwood",2016-02-01,-0.638592841875278,0.355
"West End",2016-02-01,2.62863085856444,0.03
"Downtown",2016-03-01,4.29136426379933,0.01
"Hastings-Sunrise",2016-03-01,-0.313468295047003,0.29
"Kerrisdale",2016-03-01,-1.41482887588078,0.015
"Marpole",2016-03-01,-0.974757575009175,0.13
"Oakridge",2016-03-01,-1.28186731223652,0.11
"Riley Park",2016-03-01,-0.436932204482177,0.46
"South Cambie",2016-03-01,-0.757511691965298,0.47
"Shaughnessy",2016-03-01,-1.31478686188929,0.07
"Victoria-Fraserview",2016-03-01,-0.893239399279724,0.36
"Arbutus Ridge",2016-03-01,-1.21325399709164,0.15
"Grandview-Woodland",2016-03-01,0.250516478085085,0.25
"Kensington-Cedar Cottage",2016-03-01,-0.35746510993327,0.465
"Killarney",2016-03-01,-0.922558392409854,0.275
"Kitsilano",2016-03-01,1.14022829946633,0.175
"Strathcona",2016-03-01,2.56471457107407,0.005
"Sunset",2016-03-01,-0.808510438993223,0.27
"West Point Grey",2016-03-01,-0.956773302445283,0.295
"Dunbar-Southlands",2016-03-01,-1.23103258585897,0.07
"Fairview",2016-03-01,1.75755712412925,0.08
"Mount Pleasant",2016-03-01,1.97228019357722,0.06
"Renfrew-Collingwood",2016-03-01,-0.828051240466186,0.245
"West End",2016-03-01,2.80403831048895,0.06
"Downtown",2016-04-01,4.53575115459723,0.005
"Hastings-Sunrise",2016-04-01,-0.389092234226426,0.425
"Kerrisdale",2016-04-01,-1.4319539853407,0.01
"Marpole",2016-04-01,-0.969214691883295,0.08
"Oakridge",2016-04-01,-1.461014629038,0.04
"Riley Park",2016-04-01,-0.663633479297483,0.495
"South Cambie",2016-04-01,-0.886799191216151,0.445
"Shaughnessy",2016-04-01,-1.19709269919431,0.225
"Victoria-Fraserview",2016-04-01,-0.883325649996275,0.355
"Arbutus Ridge",2016-04-01,-1.08347996394674,0.215
"Grandview-Woodland",2016-04-01,-0.0220555717851759,0.28
"Kensington-Cedar Cottage",2016-04-01,-0.584868067678536,0.45
"Killarney",2016-04-01,-0.841066849797307,0.31
"Kitsilano",2016-04-01,1.51935837905902,0.13
"Strathcona",2016-04-01,2.36971234218624,0.03
"Sunset",2016-04-01,-0.973791977512622,0.14
"West Point Grey",2016-04-01,-0.665977233071902,0.47
"Dunbar-Southlands",2016-04-01,-1.01069657705566,0.25
"Fairview",2016-04-01,1.88746065564235,0.095
"Mount Pleasant",2016-04-01,1.7446149960727,0.12
"Renfrew-Collingwood",2016-04-01,-0.762020005177811,0.315
"West End",2016-04-01,3.09808831679987,0.055
"Downtown",2016-05-01,4.33751820468061,0.01
"Hastings-Sunrise",2016-05-01,-0.0942306245660149,0.305
"Kerrisdale",2016-05-01,-1.49863622540883,0.005
"Marpole",2016-05-01,-1.12185743573579,0.05
"Oakridge",2016-05-01,-1.60511484876185,0.01
"Riley Park",2016-05-01,-0.616736684269279,0.5
"South Cambie",2016-05-01,-0.86264503751447,0.495
"Shaughnessy",2016-05-01,-1.19630922051623,0.145
"Victoria-Fraserview",2016-05-01,-0.696639249498429,0.47
"Arbutus Ridge",2016-05-01,-1.08230605501944,0.18
"Grandview-Woodland",2016-05-01,-0.0594506142898002,0.225
"Kensington-Cedar Cottage",2016-05-01,-0.460500666726444,0.495
"Killarney",2016-05-01,-0.407192081121558,0.4
"Kitsilano",2016-05-01,1.44824122724114,0.15
"Strathcona",2016-05-01,2.10358394267571,0.015
"Sunset",2016-05-01,-1.07107912430338,0.165
"West Point Grey",2016-05-01,-0.742802845388894,0.425
"Dunbar-Southlands",2016-05-01,-1.00405481911663,0.1
"Fairview",2016-05-01,1.89378310169511,0.08
"Mount Pleasant",2016-05-01,1.71657894708273,0.095
"Renfrew-Collingwood",2016-05-01,-0.355687435921882,0.48
"West End",2016-05-01,2.85202890341208,0.015
"Downtown",2016-06-01,4.55885768943257,0.015
"Hastings-Sunrise",2016-06-01,-0.421959280184045,0.425
"Kerrisdale",2016-06-01,-1.28474137417054,0.055
"Marpole",2016-06-01,-0.908056370956065,0.2
"Oakridge",2016-06-01,-1.39392472965016,0.03
"Riley Park",2016-06-01,-0.752836984789958,0.41
"South Cambie",2016-06-01,-0.902052454204846,0.49
"Shaughnessy",2016-06-01,-1.13513701612861,0.195
"Victoria-Fraserview",2016-06-01,-1.10538513524417,0.15
"Arbutus Ridge",2016-06-01,-0.883037550568615,0.345
"Grandview-Woodland",2016-06-01,0.317639406679358,0.22
"Kensington-Cedar Cottage",2016-06-01,-0.589835520728658,0.435
"Killarney",2016-06-01,-1.04898620656293,0.23
"Kitsilano",2016-06-01,1.48178191792809,0.215
"Strathcona",2016-06-01,2.79843394618059,0.01
"Sunset",2016-06-01,-1.05998756403196,0.245
"West Point Grey",2016-06-01,-0.601516566001118,0.44
"Dunbar-Southlands",2016-06-01,-0.902095914969377,0.265
"Fairview",2016-06-01,1.66017119736798,0.08
"Mount Pleasant",2016-06-01,1.93063236297039,0.085
"Renfrew-Collingwood",2016-06-01,-0.946565431904487,0.15
"West End",2016-06-01,2.79843394618059,0.025
"Downtown",2016-07-01,4.73583102320463,0.005
"Hastings-Sunrise",2016-07-01,-0.52845966702795,0.44
"Kerrisdale",2016-07-01,-1.49760368077619,0.045
"Marpole",2016-07-01,-1.05877357850161,0.07
"Oakridge",2016-07-01,-1.66650582858407,0.05
"Riley Park",2016-07-01,-0.872829062402189,0.37
"South Cambie",2016-07-01,-0.959289398194926,0.43
"Shaughnessy",2016-07-01,-1.16305414854332,0.22
"Victoria-Fraserview",2016-07-01,-1.13410741451295,0.15
"Arbutus Ridge",2016-07-01,-0.859013667300319,0.355
"Grandview-Woodland",2016-07-01,0.151795915480963,0.225
"Kensington-Cedar Cottage",2016-07-01,-0.741235757147284,0.39
"Killarney",2016-07-01,-1.02816812865777,0.315
"Kitsilano",2016-07-01,1.77380298103405,0.08
"Strathcona",2016-07-01,2.63982600921213,0.025
"Sunset",2016-07-01,-1.20397770845914,0.065
"West Point Grey",2016-07-01,-0.688355540087667,0.365
"Dunbar-Southlands",2016-07-01,-0.967771660384381,0.295
"Fairview",2016-07-01,2.0171938266645,0.045
"Mount Pleasant",2016-07-01,1.79698306157028,0.13
"Renfrew-Collingwood",2016-07-01,-0.999759305409106,0.105
"West End",2016-07-01,3.4013023949179,0.015
"Downtown",2016-08-01,4.51483413688734,0.005
"Hastings-Sunrise",2016-08-01,-0.0723726221465498,0.265
"Kerrisdale",2016-08-01,-1.65897595234187,0.005
"Marpole",2016-08-01,-1.31703477358062,0.01
"Oakridge",2016-08-01,-1.7442351554953,0.015
"Riley Park",2016-08-01,-0.821870803543472,0.285
"South Cambie",2016-08-01,-1.01905217395297,0.325
"Shaughnessy",2016-08-01,-1.32177820040286,0.095
"Victoria-Fraserview",2016-08-01,-0.848313711149204,0.225
"Arbutus Ridge",2016-08-01,-1.06886144860364,0.255
"Grandview-Woodland",2016-08-01,0.551023657527233,0.205
"Kensington-Cedar Cottage",2016-08-01,-0.325968281770976,0.445
"Killarney",2016-08-01,-0.819882724572865,0.36
"Kitsilano",2016-08-01,1.3962464634167,0.17
"Strathcona",2016-08-01,2.87763832118744,0.02
"Sunset",2016-08-01,-1.17176125743214,0.185
"West Point Grey",2016-08-01,-0.644250592726682,0.425
"Dunbar-Southlands",2016-08-01,-1.05365125981368,0.24
"Fairview",2016-08-01,1.63735652774297,0.06
"Mount Pleasant",2016-08-01,1.99557719474201,0.06
"Renfrew-Collingwood",2016-08-01,-0.597345596114843,0.395
"West End",2016-08-01,2.78873388179929,0.035
"Downtown",2016-09-01,4.56240823937023,0.005
"Hastings-Sunrise",2016-09-01,-0.135517329426034,0.315
"Kerrisdale",2016-09-01,-1.74789252022125,0.01
"Marpole",2016-09-01,-1.22043256844133,0.07
"Oakridge",2016-09-01,-1.69814032986821,0.03
"Riley Park",2016-09-01,-0.648811384997454,0.395
"South Cambie",2016-09-01,-0.986967093668803,0.34
"Shaughnessy",2016-09-01,-1.45255270447292,0.14
"Victoria-Fraserview",2016-09-01,-0.929523472209379,0.255
"Arbutus Ridge",2016-09-01,-1.20282675727723,0.135
"Grandview-Woodland",2016-09-01,0.42091628930236,0.215
"Kensington-Cedar Cottage",2016-09-01,-0.385577661486601,0.455
"Killarney",2016-09-01,-0.836211762981253,0.325
"Kitsilano",2016-09-01,1.4129021775848,0.145
"Strathcona",2016-09-01,2.675011124401,0.02
"Sunset",2016-09-01,-1.0561421324463,0.25
"West Point Grey",2016-09-01,-0.826929896792763,0.49
"Dunbar-Southlands",2016-09-01,-1.17067342962219,0.115
"Fairview",2016-09-01,1.84249857639134,0.07
"Mount Pleasant",2016-09-01,1.93715541002667,0.075
"Renfrew-Collingwood",2016-09-01,-0.71248851053785,0.315
"West End",2016-09-01,3.17048422568357,0.015
"Downtown",2016-10-01,4.26642899352713,0.01
"Hastings-Sunrise",2016-10-01,0.146233057511536,0.18
"Kerrisdale",2016-10-01,-1.51672947814651,0.015
"Marpole",2016-10-01,-0.988053050443921,0.12
"Oakridge",2016-10-01,-1.52398958108953,0.02
"Riley Park",2016-10-01,-0.766985449290147,0.37
"South Cambie",2016-10-01,-1.05718024974726,0.225
"Shaughnessy",2016-10-01,-1.42575240368045,0.09
"Victoria-Fraserview",2016-10-01,-0.646295880909495,0.42
"Arbutus Ridge",2016-10-01,-1.20804559302574,0.105
"Grandview-Woodland",2016-10-01,0.483445206790947,0.18
"Kensington-Cedar Cottage",2016-10-01,-0.10356795478001,0.385
"Killarney",2016-10-01,-0.723346035653107,0.43
"Kitsilano",2016-10-01,1.04416029843965,0.24
"Strathcona",2016-10-01,2.70666836552795,0.005
"Sunset",2016-10-01,-0.902007783015051,0.245
"West Point Grey",2016-10-01,-0.83145481815561,0.295
"Dunbar-Southlands",2016-10-01,-1.20180392955778,0.105
"Fairview",2016-10-01,1.40035182530092,0.09
"Mount Pleasant",2016-10-01,1.89223536239506,0.08
"Renfrew-Collingwood",2016-10-01,-0.334212707511583,0.465
"West End",2016-10-01,2.45460478598229,0.035
"Downtown",2016-11-01,4.30901722753593,0.015
"Hastings-Sunrise",2016-11-01,-0.0893914542774858,0.25
"Kerrisdale",2016-11-01,-1.35838362493505,0.015
"Marpole",2016-11-01,-1.03278466178158,0.13
"Oakridge",2016-11-01,-1.44082585459206,0.015
"Riley Park",2016-11-01,-0.827598416678326,0.33
"South Cambie",2016-11-01,-0.97968633294966,0.33
"Shaughnessy",2016-11-01,-1.27645561350178,0.135
"Victoria-Fraserview",2016-11-01,-0.745544483776281,0.41
"Arbutus Ridge",2016-11-01,-1.05965398318577,0.165
"Grandview-Woodland",2016-11-01,0.237754818722993,0.175
"Kensington-Cedar Cottage",2016-11-01,-0.413014253310675,0.44
"Killarney",2016-11-01,-0.65014048246424,0.475
"Kitsilano",2016-11-01,1.23229507982348,0.205
"Strathcona",2016-11-01,2.5811370100418,0.02
"Sunset",2016-11-01,-1.03192044218902,0.215
"West Point Grey",2016-11-01,-0.736873667004673,0.46
"Dunbar-Southlands",2016-11-01,-1.0118547115365,0.17
"Fairview",2016-11-01,1.46733927027121,0.08
"Mount Pleasant",2016-11-01,1.73949570131596,0.085
"Renfrew-Collingwood",2016-11-01,-0.458748853880659,0.475
"West End",2016-11-01,2.61016449334962,0.025
"Downtown",2016-12-01,4.41379478797543,0.005
"Hastings-Sunrise",2016-12-01,-0.470664817096459,0.39
"Kerrisdale",2016-12-01,-1.32453363807486,0.005
"Marpole",2016-12-01,-0.849764547736967,0.26
"Oakridge",2016-12-01,-1.38520162798837,0.05
"Riley Park",2016-12-01,-0.575744663056788,0.44
"South Cambie",2016-12-01,-0.735987132838937,0.405
"Shaughnessy",2016-12-01,-1.13265105492971,0.21
"Victoria-Fraserview",2016-12-01,-0.819629117267353,0.28
"Arbutus Ridge",2016-12-01,-1.07842589828195,0.13
"Grandview-Woodland",2016-12-01,0.11064039286619,0.19
"Kensington-Cedar Cottage",2016-12-01,-0.530765256016873,0.45
"Killarney",2016-12-01,-0.762867962851932,0.365
"Kitsilano",2016-12-01,1.26225942328918,0.155
"Strathcona",2016-12-01,2.56956635607938,0.015
"Sunset",2016-12-01,-0.94331601536523,0.11
"West Point Grey",2016-12-01,-0.730561716109405,0.395
"Dunbar-Southlands",2016-12-01,-1.05044786790199,0.225
"Fairview",2016-12-01,1.80713618095815,0.095
"Mount Pleasant",2016-12-01,2.00354524476906,0.07
"Renfrew-Collingwood",2016-12-01,-0.805640102077375,0.18
"West End",2016-12-01,2.5918663402347,0.015
"Downtown",2017-01-01,4.17084935788595,0.03
"Hastings-Sunrise",2017-01-01,-0.286940486497918,0.32
"Kerrisdale",2017-01-01,-1.24026511646044,0.015
"Marpole",2017-01-01,-0.862760246564686,0.03
"Oakridge",2017-01-01,-1.28307970876547,0.055
"Riley Park",2017-01-01,-0.775252636669613,0.385
"South Cambie",2017-01-01,-0.862894248864179,0.445
"Shaughnessy",2017-01-01,-1.20876355187339,0.045
"Victoria-Fraserview",2017-01-01,-0.760138482512219,0.37
"Arbutus Ridge",2017-01-01,-0.987571916479875,0.13
"Grandview-Woodland",2017-01-01,-0.245068646761939,0.37
"Kensington-Cedar Cottage",2017-01-01,-0.572322657940682,0.4
"Killarney",2017-01-01,-0.657245957471735,0.375
"Kitsilano",2017-01-01,1.37875227413429,0.125
"Strathcona",2017-01-01,2.08742741303666,0.025
"Sunset",2017-01-01,-0.914063180063672,0.165
"West Point Grey",2017-01-01,-0.641797868727741,0.45
"Dunbar-Southlands",2017-01-01,-0.940747385957122,0.085
"Fairview",2017-01-01,1.62718106983328,0.045
"Mount Pleasant",2017-01-01,1.48175933576558,0.125
"Renfrew-Collingwood",2017-01-01,-0.539394267190671,0.39
"West End",2017-01-01,2.74144491829768,0.03
"Downtown",2017-02-01,4.38686196656958,0.005
"Hastings-Sunrise",2017-02-01,-0.130707252326293,0.33
"Kerrisdale",2017-02-01,-1.42592356338408,0.025
"Marpole",2017-02-01,-1.11445130930839,0.04
"Oakridge",2017-02-01,-1.54020900812315,0.005
"Riley Park",2017-02-01,-0.963379758971968,0.31
"South Cambie",2017-02-01,-0.949326213929608,0.31
"Shaughnessy",2017-02-01,-1.01282226604207,0.335
"Victoria-Fraserview",2017-02-01,-0.820479809974064,0.39
"Arbutus Ridge",2017-02-01,-0.864983152724137,0.245
"Grandview-Woodland",2017-02-01,0.0428850393773424,0.22
"Kensington-Cedar Cottage",2017-02-01,-0.655254704975765,0.445
"Killarney",2017-02-01,-0.508274371004594,0.45
"Kitsilano",2017-02-01,1.56191026432143,0.19
"Strathcona",2017-02-01,2.39486643242582,0.03
"Sunset",2017-02-01,-1.23868889038411,0.05
"West Point Grey",2017-02-01,-0.641883258970876,0.355
"Dunbar-Southlands",2017-02-01,-0.953989838224281,0.28
"Fairview",2017-02-01,1.66672169923366,0.06
"Mount Pleasant",2017-02-01,1.57803510046177,0.115
"Renfrew-Collingwood",2017-02-01,-0.428850393773426,0.44
"West End",2017-02-01,2.79214768620705,0.01
"Downtown",2017-03-01,4.31427610396725,0.02
"Hastings-Sunrise",2017-03-01,0.00654167776588596,0.195
"Kerrisdale",2017-03-01,-1.51264523699807,0.005
"Marpole",2017-03-01,-1.07283515360529,0.065
"Oakridge",2017-03-01,-1.5443967888592,0.01
"Riley Park",2017-03-01,-0.917519863491996,0.3
"South Cambie",2017-03-01,-1.03589712728272,0.28
"Shaughnessy",2017-03-01,-1.31074266213142,0.115
"Victoria-Fraserview",2017-03-01,-0.787903379999033,0.34
"Arbutus Ridge",2017-03-01,-1.12030011843613,0.14
"Grandview-Woodland",2017-03-01,0.320085748124607,0.17
"Kensington-Cedar Cottage",2017-03-01,-0.440486670509543,0.495
"Killarney",2017-03-01,-0.689452096377691,0.44
